question_id,condition,correct,n_samples,popularity_raw,popularity_bin,conf_ptrue,conf_verbalized,conf_seqlik
1161994,sup,1.0,5,220.0,low,0.9987988621771791,1.0,0.9026525171545462
1163580,closed,1.0,5,659.0,mid,0.9047108621967628,1.0,0.7741288231577629
1163580,irr,0.6,5,659.0,mid,0.2553734041612528,1.0,0.7055733160970511
1163580,mis,0.0,5,659.0,mid,0.9914297219325732,1.0,0.9795121454411296
1163580,same_entity_irr,0.0,5,659.0,mid,0.735556665839409,1.0,0.6465451773108655
1163580,sup,1.0,5,659.0,mid,0.9859319371545145,1.0,0.9940868598807496
1176799,closed,0.0,5,576.0,mid,0.3272269645575781,1.0,0.4567925630876399
1176799,irr,0.0,5,576.0,mid,0.005320281552596677,1.0,0.6907309431195815
1176799,mis,0.0,5,576.0,mid,0.9980532976985949,1.0,0.9092256718331593
1176799,same_entity_irr,0.2,5,576.0,mid,0.9278210397622626,1.0,0.6763954907867926
1176799,sup,1.0,5,576.0,mid,0.9947592206625749,1.0,0.9925489926931167
1195980,closed,0.0,5,26013.0,high,0.3779578998538763,1.0,0.9321536067878924
1195980,irr,0.0,5,26013.0,high,0.07682149321934206,0.8,0.46778678340872537
1195980,mis,0.0,5,26013.0,high,0.9932360700401611,1.0,0.9911885060877706
1195980,same_entity_irr,0.0,5,26013.0,high,0.4369682235665449,1.0,0.8889494190873115
1195980,sup,1.0,5,26013.0,high,0.9947325990063927,1.0,0.9903996311308829
1224190,closed,0.0,5,1617.0,mid,0.17967387409384508,0.79,0.35107918369400176
1224190,irr,0.0,5,1617.0,mid,0.02339149728701394,1.0,0.7456999317708202
1224190,mis,0.0,5,1617.0,mid,0.9959044527827052,1.0,0.9513524124494339
1224190,same_entity_irr,0.0,5,1617.0,mid,0.06892651401569377,0.2,0.6284279711140094
1224190,sup,1.0,5,1617.0,mid,0.9399601146012507,1.0,0.9962689024120808
1281223,closed,0.8,5,44327.0,high,0.9965349017782354,1.0,0.9197537121590248
1281223,irr,0.0,5,44327.0,high,0.18265923886416308,1.0,0.9586908031026058
1281223,mis,0.0,5,44327.0,high,0.904582670051752,1.0,0.8063745154995378
1281223,same_entity_irr,1.0,5,44327.0,high,0.9947754768269579,1.0,0.975823064896218
1281223,sup,0.8,5,44327.0,high,0.9859267554639717,1.0,0.8992702873235435
1292164,closed,0.0,5,6392.0,high,0.307088876002616,0.95,0.30153580863161566
1292164,irr,0.0,5,6392.0,high,0.0040461164892690495,0.0,0.6098176400987464
1292164,mis,0.0,5,6392.0,high,0.9932303523002266,1.0,0.9817310517068103
1292164,same_entity_irr,0.0,5,6392.0,high,0.01571319784987539,0.2,0.7002312506258959
1292164,sup,0.0,5,6392.0,high,0.6540321033821515,0.8,0.8136778714953852
129760,closed,0.0,5,220.0,low,0.02955572974154892,0.96,0.5539305449216267
129760,irr,0.0,5,220.0,low,0.002053932747612202,0.0,0.5753013712544928
129760,mis,0.0,5,220.0,low,0.9449354282064393,1.0,0.8759585469281369
129760,same_entity_irr,0.0,5,220.0,low,0.11790268437350129,1.0,0.8190524536003979
129760,sup,0.4,5,220.0,low,0.15121115720853723,1.0,0.696754211311146
1302251,closed,0.0,5,127.0,low,0.24775692021944556,1.0,0.688654385439232
1302251,irr,0.0,5,127.0,low,0.03489052730430058,1.0,0.7218200737451899
1302251,mis,0.0,5,127.0,low,0.9889837682034471,1.0,0.997140913034394
1302251,same_entity_irr,0.0,5,127.0,low,0.6785510069892604,1.0,0.9038483836438482
1302251,sup,1.0,5,127.0,low,0.7769004173935917,1.0,0.9923114114080887
1323296,closed,0.0,5,2035.0,mid,0.46343952171608943,0.95,0.5277526624971103
1323296,irr,0.0,5,2035.0,mid,0.06840079880624762,0.9800000000000001,0.42593898716771106
1323296,mis,0.0,5,2035.0,mid,0.7662178117475926,0.95,0.8132853549168795
1323296,same_entity_irr,0.6,5,2035.0,mid,0.9583950767813659,1.0,0.726536812019761
1323296,sup,1.0,5,2035.0,mid,0.8092472121879378,1.0,0.8009482498425007
1327800,closed,0.0,5,164.0,low,0.22391225340850474,0.97,0.4464459486471498
1327800,irr,0.0,5,164.0,low,0.013173977354486393,0.0,0.5866834531257817
1327800,mis,0.0,5,164.0,low,0.9958917821980682,1.0,0.991410684444865
1327800,same_entity_irr,0.0,5,164.0,low,0.9046257747414878,1.0,0.9878549103235812
1327800,sup,0.8,5,164.0,low,0.7180932349188325,1.0,0.9003332747288262
1369042,closed,0.0,5,477.0,mid,0.8691644914134203,1.0,0.7254042483782267
1369042,irr,0.0,5,477.0,mid,0.15118775872129614,0.9800000000000001,0.7481616743026708
1369042,mis,0.0,5,477.0,mid,0.9256527098773641,1.0,0.7854013823179564
1369042,same_entity_irr,0.0,5,477.0,mid,0.9968228873558382,1.0,0.9200529969604118
1369042,sup,0.2,5,477.0,mid,0.9835942680785953,1.0,0.8151201411267273
1409748,closed,0.0,5,1006.0,mid,0.4139594118748381,0.9800000000000001,0.4045930977150426
1409748,irr,0.0,5,1006.0,mid,0.019759895519011146,0.0,0.7015179467799537
1409748,mis,0.0,5,1006.0,mid,0.9890031834636022,1.0,0.9951378280643046
1409748,same_entity_irr,0.0,5,1006.0,mid,0.34692189648088434,1.0,0.4495232550585923
1409748,sup,0.8,5,1006.0,mid,0.06436999873120536,1.0,0.9146492490334094
1431898,closed,0.0,5,1220.0,mid,0.258819581537732,1.0,0.4026693352705051
1431898,irr,0.0,5,1220.0,mid,0.41505867472510866,1.0,0.9381896853656073
1431898,mis,0.0,5,1220.0,mid,0.9859236353481029,1.0,0.9818560726735445
1431898,same_entity_irr,0.0,5,1220.0,mid,0.16420519952559703,0.6,0.5953589182290268
1431898,sup,1.0,5,1220.0,mid,0.2691811992398408,1.0,0.9971935523966609
1438470,closed,0.0,5,98.0,low,0.40820262562748366,0.8,0.4610341969649447
1438470,irr,0.0,5,98.0,low,0.18261183261183261,1.0,0.8738975853183245
1438470,mis,0.0,5,98.0,low,0.9859307878127257,1.0,0.9908974791957696
1438470,same_entity_irr,0.0,5,98.0,low,0.20519409139035907,1.0,0.38880987020302177
1438470,sup,1.0,5,98.0,low,0.023149553449158842,1.0,0.9227891723800916
1438768,closed,0.0,5,69270.0,high,0.36217174809382463,0.79,0.47847914310741413
1438768,irr,0.0,5,69270.0,high,0.030941163301716652,0.2,0.5767133785747416
1438768,mis,0.0,5,69270.0,high,0.9958695033989547,1.0,0.9910899369455638
1438768,same_entity_irr,0.0,5,69270.0,high,0.39366817611949895,1.0,0.426305767930086
1438768,sup,0.0,5,69270.0,high,0.7311556722735676,1.0,0.9828032392457644
1496387,closed,0.0,5,38191.0,high,0.9955799333627378,1.0,0.724188786268718
1496387,irr,0.0,5,38191.0,high,0.7920482247008953,1.0,0.7198805726304978
1496387,mis,0.0,5,38191.0,high,0.7666491760533998,1.0,0.7407794399348202
1496387,same_entity_irr,0.0,5,38191.0,high,0.9904429955631308,1.0,0.7432657446508186
1496387,sup,0.4,5,38191.0,high,0.9546290535148214,1.0,0.8154434680848105
1535064,closed,0.0,5,3984.0,high,0.6972763501058467,0.95,0.495660555242313
1535064,irr,0.0,5,3984.0,high,0.2970367418105332,0.97,0.5997069033141156
1535064,mis,0.0,5,3984.0,high,0.9865618651757103,1.0,0.836740567716706
1535064,same_entity_irr,0.0,5,3984.0,high,0.9506809719100193,0.9800000000000001,0.7226610193983387
1535064,sup,0.0,5,3984.0,high,0.990301495396593,0.96,0.859587957578048
1557851,closed,0.0,5,352.0,low,0.20929291787185092,0.78,0.38676614508829926
1557851,irr,0.0,5,352.0,low,0.008367724669580589,0.2,0.5334882529451577
1557851,mis,0.0,5,352.0,low,0.9890200830824101,1.0,0.9872055897550618
1557851,same_entity_irr,0.0,5,352.0,low,0.6446423351348504,1.0,0.5713970843698629
1557851,sup,0.0,5,352.0,low,0.47072182286083564,0.99,0.5546535872503422
157382,closed,0.0,5,48142.0,high,0.04797361863833968,0.78,0.3770161580613087
157382,irr,0.0,5,48142.0,high,0.022702729507699977,0.8,0.5143785554333804
157382,mis,0.0,5,48142.0,high,0.9890147800417243,1.0,0.9861514212212109
157382,same_entity_irr,0.0,5,48142.0,high,0.12214668755318467,1.0,0.3922277545148084
157382,sup,0.0,5,48142.0,high,0.9913015880500435,1.0,0.9235084209452046
1586993,closed,1.0,5,3494.0,high,0.9397243825404138,1.0,0.9119029245906936
1586993,irr,1.0,5,3494.0,high,0.029300742673919588,1.0,0.6829816702571764
1586993,mis,0.0,5,3494.0,high,0.9858931632257617,1.0,0.9838357279221087
1586993,same_entity_irr,1.0,5,3494.0,high,0.9625053370744601,1.0,0.9671472604620913
1586993,sup,1.0,5,3494.0,high,0.9625634298524608,1.0,0.9812041848605653
1594309,closed,0.4,5,680.0,mid,0.6519963606460338,0.95,0.4397732495912924
1594309,irr,0.0,5,680.0,mid,0.010582739522677126,0.19,0.47748599264368313
1594309,mis,0.0,5,680.0,mid,0.9927017219612339,1.0,0.8781085929757865
1594309,same_entity_irr,0.0,5,680.0,mid,0.8954840180154072,0.99,0.6636471020176737
1594309,sup,0.0,5,680.0,mid,0.9872997982581728,0.99,0.7726784008595338
1599950,closed,1.0,5,5074.0,high,0.9858922412628564,1.0,0.8659495088206246
1599950,irr,1.0,5,5074.0,high,0.26910026405939136,1.0,0.8608373768627556
1599950,mis,0.0,5,5074.0,high,0.9769590453732867,1.0,0.9190481312054157
1599950,same_entity_irr,0.0,5,5074.0,high,0.5732931587962591,1.0,0.518223412455397
1599950,sup,1.0,5,5074.0,high,0.852012884850194,1.0,0.943820530179995
1643574,closed,0.0,5,6673.0,high,0.4942197988327065,0.96,0.4983122173993825
1643574,irr,0.0,5,6673.0,high,0.03561045993435674,0.38,0.4134066136590122
1643574,mis,0.0,5,6673.0,high,0.9931118953253735,1.0,0.9612816729590301
1643574,same_entity_irr,0.0,5,6673.0,high,0.8220054486111934,0.9099999999999999,0.5670214132355098
1643574,sup,0.0,5,6673.0,high,0.6297343074733852,0.7979999999999999,0.5384421530912379
1649068,closed,0.0,5,1873.0,mid,0.13044819528623416,0.97,0.3462711506810145
1649068,irr,0.0,5,1873.0,mid,0.002704604668660586,0.0,0.4881936929966866
1649068,mis,0.0,5,1873.0,mid,0.9971790181901566,1.0,0.9298777873804408
1649068,same_entity_irr,0.0,5,1873.0,mid,0.11511400811337588,0.8,0.5184713611951561
1649068,sup,1.0,5,1873.0,mid,0.7779233466981901,1.0,0.9924353805526527
1662253,closed,0.0,5,121.0,low,0.11865406901385707,1.0,0.514684031869698
1662253,irr,0.0,5,121.0,low,0.1507105113360525,1.0,0.7800654284847439
1662253,mis,0.0,5,121.0,low,0.9894323826605806,1.0,0.8938573555256102
1662253,same_entity_irr,0.0,5,121.0,low,0.08215043875744919,1.0,0.6872536664110125
1662253,sup,1.0,5,121.0,low,0.989023348896289,1.0,0.9907911406518467
1663064,closed,0.0,5,21718.0,high,0.4065770904301152,0.97,0.48272139385083096
1663064,irr,0.0,5,21718.0,high,0.008047856371341876,0.4,0.4510661154141961
1663064,mis,0.0,5,21718.0,high,0.9818939007371987,1.0,0.9754189756354725
1663064,same_entity_irr,0.2,5,21718.0,high,0.8908081101848897,1.0,0.7653884959637788
1663064,sup,1.0,5,21718.0,high,0.9890171881759177,1.0,0.9766916008910849
1667027,closed,0.0,5,2594.0,high,0.5414606407231448,1.0,0.5767099448586837
1667027,irr,0.0,5,2594.0,high,0.005826741036545394,0.4,0.3732464944854877
1667027,mis,0.0,5,2594.0,high,0.9933061138311292,1.0,0.9876778041005053
1667027,same_entity_irr,0.0,5,2594.0,high,0.22230070480901598,0.58,0.47461837519396893
1667027,sup,1.0,5,2594.0,high,0.9769442893214391,1.0,0.9943138276160433
167367,closed,1.0,5,719.0,mid,0.9045359439485555,1.0,0.9272452688176372
167367,irr,0.2,5,719.0,mid,0.06396689330513802,0.8,0.5464299178909053
167367,mis,0.0,5,719.0,mid,0.9932327161532208,1.0,0.9785153612993506
167367,same_entity_irr,0.0,5,719.0,mid,0.9319435564548447,1.0,0.7636577729911507
167367,sup,1.0,5,719.0,mid,0.8804422405642345,1.0,0.9945249387235743
1679170,closed,0.0,5,223.0,low,0.23253197199082706,0.95,0.42885911493112444
1679170,irr,0.0,5,223.0,low,0.006311068318056614,1.0,0.7777261479121673
1679170,mis,0.0,5,223.0,low,0.4999696275762323,1.0,0.9876793582746034
1679170,same_entity_irr,0.0,5,223.0,low,0.22105698215659633,0.6,0.5183761554313312
1679170,sup,1.0,5,223.0,low,0.7770333611166186,1.0,0.9407887738699218
1689521,closed,0.0,5,56598.0,high,0.018022549008448387,1.0,0.9116516062098953
1689521,irr,0.0,5,56598.0,high,0.08189038120467676,0.6,0.5573677880837538
1689521,mis,0.0,5,56598.0,high,0.9833729738911453,1.0,0.8328472436836536
1689521,same_entity_irr,0.0,5,56598.0,high,0.6854836928118352,0.8,0.6421822152964697
1689521,sup,0.0,5,56598.0,high,0.590359025895341,1.0,0.6510588378142554
1709180,closed,0.0,5,21469.0,high,0.0699992074818371,0.6,0.24444720316290888
1709180,irr,0.0,5,21469.0,high,0.06027673567274856,0.6,0.44720371877131715
1709180,mis,0.0,5,21469.0,high,0.9924367293299726,1.0,0.9347628796073206
1709180,same_entity_irr,0.0,5,21469.0,high,0.16139750152123625,0.8400000000000001,0.3427884351436975
1709180,sup,0.0,5,21469.0,high,0.9362294714299981,1.0,0.9182057088368895
1710487,closed,0.0,5,79381.0,high,0.17569411270243923,1.0,0.6741694867968844
1710487,irr,0.0,5,79381.0,high,0.11491149411841681,0.4,0.5029872692639126
1710487,mis,0.0,5,79381.0,high,0.6068062511967514,1.0,0.9431402652762134
1710487,same_entity_irr,0.0,5,79381.0,high,0.11358415646795117,0.8,0.43890759822970293
1710487,sup,0.2,5,79381.0,high,0.9797267249560486,1.0,0.8352963186331452
1728083,closed,1.0,5,318299.0,high,0.8172324848956777,1.0,0.8337258405346777
1728083,irr,0.4,5,318299.0,high,0.061107829974173536,1.0,0.7766666163138879
1728083,mis,0.0,5,318299.0,high,0.9958893426001009,1.0,0.973116257450609
1728083,same_entity_irr,0.8,5,318299.0,high,0.8306478891721845,1.0,0.8696258465547778
1728083,sup,0.4,5,318299.0,high,0.030501644807111955,1.0,0.6468576188675839
1759510,closed,0.0,5,1842.0,mid,0.3504860589637751,1.0,0.4687387500191402
1759510,irr,0.0,5,1842.0,mid,0.013558155884482498,1.0,0.7218790127442214
1759510,mis,0.0,5,1842.0,mid,0.9914225209266171,1.0,0.979572999591755
1759510,same_entity_irr,0.0,5,1842.0,mid,0.30143351543696306,0.8,0.5308596429961713
1759510,sup,1.0,5,1842.0,mid,0.9859062804237044,1.0,0.9942021332428649
1787343,closed,0.0,5,10791.0,high,0.2178673441739274,0.79,0.5832726443567215
1787343,irr,0.0,5,10791.0,high,0.004524679943187871,0.4,0.7041530321907616
1787343,mis,0.0,5,10791.0,high,0.9933088592196441,1.0,0.9881826507226968
1787343,same_entity_irr,0.0,5,10791.0,high,0.5025523251121052,0.95,0.43526666147528825
1787343,sup,0.6,5,10791.0,high,0.9200916760026038,1.0,0.9051627252196489
179126,closed,0.0,5,42006.0,high,0.24586864745670667,1.0,0.5257944670755329
179126,irr,0.0,5,42006.0,high,0.07665791809984301,1.0,0.6230231718096519
179126,mis,0.0,5,42006.0,high,0.9958695097745695,1.0,0.9784463339683118
179126,same_entity_irr,0.0,5,42006.0,high,0.04737053632160313,1.0,0.93506140073086
179126,sup,0.2,5,42006.0,high,0.011705133266180511,1.0,0.7741438397275134
179571,closed,0.0,5,1372.0,mid,0.18429138432323597,1.0,0.6275605370911939
179571,irr,0.0,5,1372.0,mid,0.008263203101503244,0.2,0.6063872507598497
179571,mis,0.0,5,1372.0,mid,0.9769674950029661,1.0,0.9813762998335787
179571,same_entity_irr,0.6,5,1372.0,mid,0.07702625493493578,1.0,0.6815396392052087
179571,sup,1.0,5,1372.0,mid,0.9744833804679942,1.0,0.8622932869722526
1801663,closed,0.0,5,108.0,low,0.12722519934268406,0.99,0.5969190818681523
1801663,irr,0.0,5,108.0,low,0.006652352803407419,0.5,0.5985381959358907
1801663,mis,0.0,5,108.0,low,0.9162517396700391,1.0,0.8514565616987054
1801663,same_entity_irr,0.0,5,108.0,low,0.970373703721967,0.99,0.6529363984646533
1801663,sup,0.0,5,108.0,low,0.978830396270966,1.0,0.8346152186383282
180937,closed,1.0,5,33052.0,high,0.9624755305543775,1.0,0.9629501807871085
180937,irr,1.0,5,33052.0,high,0.11939236904943354,1.0,0.9523119340058411
180937,mis,0.0,5,33052.0,high,0.9243925210220937,1.0,0.9871936507776444
180937,same_entity_irr,1.0,5,33052.0,high,0.88052454715148,1.0,0.9883444630272334
180937,sup,1.0,5,33052.0,high,0.88049796289658,1.0,0.9955759249954801
1849941,closed,0.0,5,551.0,mid,0.11241603291158402,1.0,0.3864039000237812
1849941,irr,0.0,5,551.0,mid,0.05146426249011249,0.6,0.6973019483063926
1849941,mis,0.0,5,551.0,mid,0.9982581235906153,1.0,0.8084616618990836
1849941,same_entity_irr,0.0,5,551.0,mid,0.5970656566632053,1.0,0.6931608742556943
1849941,sup,1.0,5,551.0,mid,0.9789428331461851,1.0,0.7793598808409619
1861734,closed,0.0,5,4577.0,high,0.7405808936815894,0.95,0.6851858253256662
1861734,irr,0.0,5,4577.0,high,0.0789608986299942,0.79,0.5649337670502318
1861734,mis,0.0,5,4577.0,high,0.9921194210306812,1.0,0.9111753178941214
1861734,same_entity_irr,0.0,5,4577.0,high,0.5047609230623815,0.89,0.5572427845969707
1861734,sup,0.2,5,4577.0,high,0.9757431103173235,1.0,0.8258077324764607
1897263,closed,0.0,5,771.0,mid,0.30393766299274,0.96,0.46804740905555187
1897263,irr,0.0,5,771.0,mid,0.0032841928216477806,0.4,0.5003524902797902
1897263,mis,0.0,5,771.0,mid,0.9933113822112519,1.0,0.8955438210657342
1897263,same_entity_irr,0.0,5,771.0,mid,0.9889722206937084,1.0,0.9312623212168377
1897263,sup,0.0,5,771.0,mid,0.959760028550695,0.95,0.7813167834148191
1964085,closed,0.0,5,7222.0,high,0.2765661529717524,1.0,0.28379990665058774
1964085,irr,0.0,5,7222.0,high,0.013046658570653891,0.8,0.4107140360343536
1964085,mis,0.0,5,7222.0,high,0.9819163345212558,1.0,0.9808391156441315
1964085,same_entity_irr,0.0,5,7222.0,high,0.33356979191311176,1.0,0.48421516404623277
1964085,sup,0.0,5,7222.0,high,0.25517533270149884,0.78,0.40422758688203303
196737,closed,0.2,5,53023.0,high,0.990244940269384,1.0,0.7669092850429217
196737,irr,0.0,5,53023.0,high,0.2228340256073352,1.0,0.8267515448295739
196737,mis,0.0,5,53023.0,high,0.9931345312698425,1.0,0.8587123895363284
196737,same_entity_irr,0.6,5,53023.0,high,0.992917840966172,1.0,0.5508480858042641
196737,sup,0.2,5,53023.0,high,0.9731146933913006,1.0,0.6818128607521783
1980487,closed,0.0,5,146.0,low,0.3954036348153271,0.9800000000000001,0.49558796426325236
1980487,irr,0.0,5,146.0,low,0.003814809963803211,0.0,0.7569547203439505
1980487,mis,0.0,5,146.0,low,0.6200543460086518,0.6,0.751719738078215
1980487,same_entity_irr,0.0,5,146.0,low,0.9914376242398584,1.0,0.7861561010936555
1980487,sup,0.0,5,146.0,low,0.9627337905405738,1.0,0.8517489936986387
1980764,closed,0.0,5,15881.0,high,0.8981319121800423,0.9800000000000001,0.8036744254109017
1980764,irr,0.0,5,15881.0,high,0.008007720167367097,0.0,0.5136484325536169
1980764,mis,0.0,5,15881.0,high,0.6785999916224328,0.95,0.8126196053574157
1980764,same_entity_irr,0.0,5,15881.0,high,0.18270067588442734,1.0,0.6295425336144688
1980764,sup,1.0,5,15881.0,high,0.9240848970664202,1.0,0.9254300162662619
1980848,closed,0.0,5,52804.0,high,0.1461185518277168,0.7699999999999999,0.48923832897208347
1980848,irr,0.0,5,52804.0,high,0.013238220941430368,0.39,0.4909265324334663
1980848,mis,0.0,5,52804.0,high,0.9947316943263049,1.0,0.9971198718880568
1980848,same_entity_irr,0.0,5,52804.0,high,0.9376551184826383,1.0,0.5771030611725697
1980848,sup,1.0,5,52804.0,high,0.9820338218525674,1.0,0.9929031138743716
1995329,closed,1.0,5,946.0,mid,0.8172966921913829,1.0,0.8480814843728319
1995329,irr,0.0,5,946.0,mid,0.1032261929938753,0.6,0.38163342668362593
1995329,mis,0.0,5,946.0,mid,0.9523949144427386,1.0,0.9428963578890686
1995329,same_entity_irr,1.0,5,946.0,mid,0.9244041193142445,1.0,0.8901838576477793
1995329,sup,1.0,5,946.0,mid,0.9913688087451668,1.0,0.9847752678259429
1995513,closed,0.0,5,1786.0,mid,0.0576812004100926,0.8,0.559449439384917
1995513,irr,0.0,5,1786.0,mid,0.4375506862434639,1.0,0.9906570813494355
1995513,mis,0.0,5,1786.0,mid,0.9947451547078003,1.0,0.9060380142438405
1995513,same_entity_irr,0.0,5,1786.0,mid,0.3239938579065482,0.8,0.416943669587594
1995513,sup,1.0,5,1786.0,mid,0.14821770431752226,1.0,0.9927491309679398
2026207,closed,0.0,5,423.0,mid,0.37892891045079347,1.0,0.44573629493718414
2026207,irr,0.0,5,423.0,mid,0.06837519755953454,0.4,0.5279191222265442
2026207,mis,0.0,5,423.0,mid,0.9913880148138613,1.0,0.9903295300853234
2026207,same_entity_irr,0.0,5,423.0,mid,0.16571685304632272,0.4,0.6157461223871046
2026207,sup,1.0,5,423.0,mid,0.9889525541545086,1.0,0.991218745375131
2030712,closed,0.0,5,164.0,low,0.14554265925680818,0.78,0.31202616293370256
2030712,irr,0.0,5,164.0,low,0.004688328731593055,0.2,0.5492852781518134
2030712,mis,0.0,5,164.0,low,0.8998707573202782,1.0,0.923139542616863
2030712,same_entity_irr,0.0,5,164.0,low,0.08217865385668843,0.8,0.8084214625258819
2030712,sup,1.0,5,164.0,low,0.005346078144869654,1.0,0.9379534649528495
2035289,closed,0.0,5,948.0,mid,0.6072017662905953,1.0,0.4071782005111336
2035289,irr,0.0,5,948.0,mid,0.008694914460248568,0.4,0.4066969138076842
2035289,mis,0.0,5,948.0,mid,0.9859301724661176,1.0,0.9719187380323838
2035289,same_entity_irr,0.0,5,948.0,mid,0.5205133945106086,0.8,0.514398234436985
2035289,sup,1.0,5,948.0,mid,0.7770330944807241,1.0,0.994028824050733
2059485,closed,0.0,5,102.0,low,0.7087208916025903,0.99,0.7172325524283855
2059485,irr,0.0,5,102.0,low,0.06926907783818648,0.6,0.5341460894187208
2059485,mis,0.0,5,102.0,low,0.9949534727762342,1.0,0.8007925918035305
2059485,same_entity_irr,0.0,5,102.0,low,0.981944691536129,1.0,0.9204378217325108
2059485,sup,1.0,5,102.0,low,0.995923011845138,1.0,0.9860062120089121
2059763,closed,0.2,5,16012.0,high,0.876454026343008,0.96,0.6028894245261717
2059763,irr,0.0,5,16012.0,high,0.13844726764940102,0.4,0.6695068433229204
2059763,mis,0.0,5,16012.0,high,0.9932860474724604,1.0,0.8460439623450601
2059763,same_entity_irr,0.0,5,16012.0,high,0.9693526565412887,1.0,0.6610899276618839
